"Origin.Code","Destination.Code","Dep.Time","Arr.Time","Flight","Airline.Code","Alliance","Origin.Country","Destination.Country","Day.of.Week","Block.Mins","Seats"
"ALF","OSL",1150,1350,321,"DY","Low Cost Carriers","Norway","Norway","Tuesday",120,186
"ALF","OSL",1150,1350,321,"DY","Low Cost Carriers","Norway","Norway","Wednesday",120,186
"ALF","OSL",1150,1350,321,"DY","Low Cost Carriers","Norway","Norway","Thursday",120,186
"ALF","OSL",1150,1350,321,"DY","Low Cost Carriers","Norway","Norway","Friday",120,186
"ALF","OSL",1430,1625,4545,"SK","Star Alliance","Norway","Norway","Monday",115,141
"ALF","OSL",1430,1625,4545,"SK","Star Alliance","Norway","Norway","Tuesday",115,141
"ALF","OSL",1430,1625,4545,"SK","Star Alliance","Norway","Norway","Wednesday",115,181
"ALF","OSL",1430,1625,4545,"SK","Star Alliance","Norway","Norway","Thursday",115,181
"ALF","OSL",1430,1625,4545,"SK","Star Alliance","Norway","Norway","Friday",115,181
"ALF","OSL",1820,2015,4545,"SK","Star Alliance","Norway","Norway","Sunday",115,181
"ALF","OSL",2000,2200,327,"DY","Low Cost Carriers","Norway","Norway","Monday",120,186
"ALF","OSL",2000,2200,327,"DY","Low Cost Carriers","Norway","Norway","Tuesday",120,186
"ALF","OSL",2000,2200,327,"DY","Low Cost Carriers","Norway","Norway","Wednesday",120,186
"ALF","OSL",2000,2200,327,"DY","Low Cost Carriers","Norway","Norway","Thursday",120,186
"ALF","OSL",2000,2200,327,"DY","Low Cost Carriers","Norway","Norway","Friday",120,186
"ALF","OSL",2155,2355,327,"DY","Low Cost Carriers","Norway","Norway","Sunday",120,186
"ALF","SOJ",620,645,971,"WF","None","Norway","Norway","Monday",25,39
"ALF","SOJ",620,645,971,"WF","None","Norway","Norway","Tuesday",25,39
"ALF","SOJ",620,645,971,"WF","None","Norway","Norway","Wednesday",25,39
"ALF","SOJ",620,645,971,"WF","None","Norway","Norway","Thursday",25,39
"ALF","SOJ",620,645,971,"WF","None","Norway","Norway","Friday",25,39
"ALF","TOS",735,810,4409,"SK","Star Alliance","Norway","Norway","Monday",35,181
"ALF","TOS",735,810,4409,"SK","Star Alliance","Norway","Norway","Tuesday",35,181
"ALF","TOS",735,810,4409,"SK","Star Alliance","Norway","Norway","Wednesday",35,181
"ALF","TOS",735,810,4409,"SK","Star Alliance","Norway","Norway","Thursday",35,181
"ALF","TOS",735,810,4409,"SK","Star Alliance","Norway","Norway","Friday",35,181
"ALF","TOS",915,955,921,"WF","None","Norway","Norway","Monday",40,50
"ALF","TOS",915,955,921,"WF","None","Norway","Norway","Tuesday",40,50
"ALF","TOS",915,955,921,"WF","None","Norway","Norway","Wednesday",40,50
"ALF","TOS",915,955,921,"WF","None","Norway","Norway","Thursday",40,50
"ALF","TOS",1125,1205,923,"WF","None","Norway","Norway","Monday",40,50
"ALF","TOS",1125,1205,923,"WF","None","Norway","Norway","Tuesday",40,50
"ALF","TOS",1125,1205,923,"WF","None","Norway","Norway","Wednesday",40,50
"ALF","TOS",1125,1205,923,"WF","None","Norway","Norway","Thursday",40,39
"ALF","TOS",1125,1205,923,"WF","None","Norway","Norway","Friday",40,39
"ALF","TOS",1125,1205,923,"WF","None","Norway","Norway","Saturday",40,39
"ALF","TOS",1455,1535,925,"WF","None","Norway","Norway","Saturday",40,39
"ALF","TOS",1555,1635,925,"WF","None","Norway","Norway","Monday",40,50
"ALF","TOS",1555,1635,925,"WF","None","Norway","Norway","Tuesday",40,50
"ALF","TOS",1555,1635,925,"WF","None","Norway","Norway","Wednesday",40,50
"ALF","TOS",1555,1635,925,"WF","None","Norway","Norway","Thursday",40,39
"ALF","TOS",1555,1635,925,"WF","None","Norway","Norway","Friday",40,39
"ALF","TOS",1555,1635,925,"WF","None","Norway","Norway","Sunday",40,50
"ALF","TOS",1755,1835,927,"WF","None","Norway","Norway","Monday",40,39
"ALF","TOS",1755,1835,927,"WF","None","Norway","Norway","Tuesday",40,39
"ALF","TOS",1755,1835,927,"WF","None","Norway","Norway","Wednesday",40,39
"ALF","TOS",1755,1835,927,"WF","None","Norway","Norway","Thursday",40,39
"ALF","TOS",1755,1835,927,"WF","None","Norway","Norway","Friday",40,39
"ALF","TOS",1755,1835,927,"WF","None","Norway","Norway","Sunday",40,39
"ALF","VDS",6,51,984,"WF","None","Norway","Norway","Monday",45,39
"ALF","VDS",6,51,984,"WF","None","Norway","Norway","Saturday",45,39
"ALF","VDS",1615,1700,968,"WF","None","Norway","Norway","Monday",45,39
"ALF","VDS",1615,1700,968,"WF","None","Norway","Norway","Tuesday",45,39
"ALF","VDS",1615,1700,968,"WF","None","Norway","Norway","Wednesday",45,39
"ALF","VDS",1615,1700,968,"WF","None","Norway","Norway","Thursday",45,39
"ALF","VDS",1615,1700,968,"WF","None","Norway","Norway","Friday",45,39
"ALF","VDS",1615,1700,968,"WF","None","Norway","Norway","Sunday",45,39
"ANX","BOO",1125,1210,863,"WF","None","Norway","Norway","Monday",45,39
"ANX","BOO",1125,1210,863,"WF","None","Norway","Norway","Tuesday",45,39
"ANX","BOO",1125,1210,863,"WF","None","Norway","Norway","Wednesday",45,39
"ANX","BOO",1125,1210,863,"WF","None","Norway","Norway","Thursday",45,39
"ANX","BOO",1125,1210,863,"WF","None","Norway","Norway","Friday",45,39
"ANX","BOO",1125,1210,863,"WF","None","Norway","Norway","Saturday",45,39
"ANX","BOO",1125,1210,863,"WF","None","Norway","Norway","Sunday",45,39
"ANX","BOO",1745,1830,867,"WF","None","Norway","Norway","Monday",45,39
"ANX","BOO",1745,1830,867,"WF","None","Norway","Norway","Tuesday",45,39
"ANX","BOO",1745,1830,867,"WF","None","Norway","Norway","Wednesday",45,39
"ANX","BOO",1745,1830,867,"WF","None","Norway","Norway","Thursday",45,39
"ANX","BOO",1745,1830,867,"WF","None","Norway","Norway","Friday",45,39
"ANX","BOO",1745,1830,867,"WF","None","Norway","Norway","Sunday",45,39
"ANX","EVE",540,605,871,"WF","None","Norway","Norway","Monday",25,39
"ANX","EVE",540,605,871,"WF","None","Norway","Norway","Tuesday",25,39
"ANX","EVE",540,605,871,"WF","None","Norway","Norway","Wednesday",25,39
"ANX","EVE",540,605,871,"WF","None","Norway","Norway","Thursday",25,39
"ANX","EVE",540,605,871,"WF","None","Norway","Norway","Friday",25,39
"ANX","TOS",915,945,862,"WF","None","Norway","Norway","Monday",30,39
"ANX","TOS",915,945,862,"WF","None","Norway","Norway","Tuesday",30,39
"ANX","TOS",915,945,862,"WF","None","Norway","Norway","Wednesday",30,39
"ANX","TOS",915,945,862,"WF","None","Norway","Norway","Thursday",30,39
"ANX","TOS",915,945,862,"WF","None","Norway","Norway","Friday",30,39
"ANX","TOS",1600,1630,866,"WF","None","Norway","Norway","Monday",30,39
"ANX","TOS",1600,1630,866,"WF","None","Norway","Norway","Tuesday",30,39
"ANX","TOS",1600,1630,866,"WF","None","Norway","Norway","Wednesday",30,39
"ANX","TOS",1600,1630,866,"WF","None","Norway","Norway","Thursday",30,39
"ANX","TOS",1600,1630,866,"WF","None","Norway","Norway","Friday",30,39
"ANX","TOS",1600,1630,866,"WF","None","Norway","Norway","Saturday",30,39
"ANX","TOS",1600,1630,866,"WF","None","Norway","Norway","Sunday",30,39
"BDU","OSL",640,830,331,"DY","Low Cost Carriers","Norway","Norway","Monday",110,186
"BDU","OSL",640,830,331,"DY","Low Cost Carriers","Norway","Norway","Tuesday",110,186
"BDU","OSL",640,830,331,"DY","Low Cost Carriers","Norway","Norway","Wednesday",110,186
"BDU","OSL",640,830,331,"DY","Low Cost Carriers","Norway","Norway","Thursday",110,186
"BDU","OSL",640,830,331,"DY","Low Cost Carriers","Norway","Norway","Friday",110,186
"BDU","OSL",640,830,331,"DY","Low Cost Carriers","Norway","Norway","Saturday",110,186
"BDU","OSL",1120,1310,333,"DY","Low Cost Carriers","Norway","Norway","Monday",110,186
"BDU","OSL",1120,1310,333,"DY","Low Cost Carriers","Norway","Norway","Tuesday",110,186
"BDU","OSL",1120,1310,333,"DY","Low Cost Carriers","Norway","Norway","Wednesday",110,186
"BDU","OSL",1120,1310,333,"DY","Low Cost Carriers","Norway","Norway","Thursday",110,186
"BDU","OSL",1120,1310,333,"DY","Low Cost Carriers","Norway","Norway","Friday",110,186
"BDU","OSL",1120,1310,333,"DY","Low Cost Carriers","Norway","Norway","Sunday",110,186
"BDU","OSL",1600,1750,335,"DY","Low Cost Carriers","Norway","Norway","Sunday",110,186
"BDU","OSL",1715,1905,337,"DY","Low Cost Carriers","Norway","Norway","Monday",110,186
"BDU","OSL",1715,1905,337,"DY","Low Cost Carriers","Norway","Norway","Tuesday",110,186
"BDU","OSL",1715,1905,337,"DY","Low Cost Carriers","Norway","Norway","Wednesday",110,186
"BDU","OSL",1715,1905,337,"DY","Low Cost Carriers","Norway","Norway","Thursday",110,186
"BDU","OSL",1715,1905,337,"DY","Low Cost Carriers","Norway","Norway","Friday",110,186
"BDU","OSL",2050,2240,339,"DY","Low Cost Carriers","Norway","Norway","Sunday",110,186
"BGO","AES",735,820,4144,"SK","Star Alliance","Norway","Norway","Monday",45,90
"BGO","AES",735,820,4144,"SK","Star Alliance","Norway","Norway","Tuesday",45,90
"BGO","AES",735,820,4144,"SK","Star Alliance","Norway","Norway","Wednesday",45,90
"BGO","AES",735,820,4144,"SK","Star Alliance","Norway","Norway","Thursday",45,90
"BGO","AES",735,820,4144,"SK","Star Alliance","Norway","Norway","Friday",45,90
"BGO","AES",1005,1050,456,"WF","None","Norway","Norway","Saturday",45,78
"BGO","AES",1415,1500,458,"WF","None","Norway","Norway","Monday",45,78
"BGO","AES",1415,1500,458,"WF","None","Norway","Norway","Tuesday",45,78
"BGO","AES",1415,1500,458,"WF","None","Norway","Norway","Wednesday",45,78
"BGO","AES",1415,1500,458,"WF","None","Norway","Norway","Thursday",45,78
"BGO","AES",1415,1500,458,"WF","None","Norway","Norway","Friday",45,78
"BGO","AES",1415,1500,458,"WF","None","Norway","Norway","Sunday",45,78
"BGO","AES",1430,1510,4148,"SK","Star Alliance","Norway","Norway","Monday",40,90
"BGO","AES",1430,1510,4148,"SK","Star Alliance","Norway","Norway","Tuesday",40,90
"BGO","AES",1430,1510,4148,"SK","Star Alliance","Norway","Norway","Wednesday",40,90
"BGO","AES",1430,1510,4148,"SK","Star Alliance","Norway","Norway","Thursday",40,90
"BGO","AES",1430,1510,4148,"SK","Star Alliance","Norway","Norway","Friday",40,90
"BGO","AES",1640,1720,4146,"SK","Star Alliance","Norway","Norway","Monday",40,90
"BGO","AES",1640,1720,4146,"SK","Star Alliance","Norway","Norway","Tuesday",40,90
"BGO","AES",1640,1720,4146,"SK","Star Alliance","Norway","Norway","Wednesday",40,90
"BGO","AES",1640,1720,4146,"SK","Star Alliance","Norway","Norway","Thursday",40,90
"BGO","AES",1640,1720,4146,"SK","Star Alliance","Norway","Norway","Friday",40,90
"BGO","AES",1740,1825,4146,"SK","Star Alliance","Norway","Norway","Sunday",45,78
"BGO","AES",2145,2225,4194,"SK","Star Alliance","Norway","Norway","Monday",40,141
"BGO","AES",2145,2225,4194,"SK","Star Alliance","Norway","Norway","Tuesday",40,141
"BGO","AES",2145,2225,4194,"SK","Star Alliance","Norway","Norway","Wednesday",40,181
"BGO","AES",2145,2225,4194,"SK","Star Alliance","Norway","Norway","Thursday",40,141
"BGO","AES",2145,2225,4194,"SK","Star Alliance","Norway","Norway","Sunday",40,141
"BGO","BOO",740,930,612,"WF","None","Norway","Norway","Monday",110,78
"BGO","BOO",740,930,612,"WF","None","Norway","Norway","Tuesday",110,78
"BGO","BOO",740,930,612,"WF","None","Norway","Norway","Wednesday",110,78
"BGO","BOO",740,930,612,"WF","None","Norway","Norway","Thursday",110,78
"BGO","BOO",740,930,612,"WF","None","Norway","Norway","Friday",110,78
"BGO","BOO",740,930,612,"WF","None","Norway","Norway","Sunday",110,78
"BGO","BOO",1020,1210,614,"WF","None","Norway","Norway","Saturday",110,78
"BGO","BOO",1750,1925,616,"WF","None","Norway","Norway","Tuesday",95,114
"BGO","BOO",1750,1925,616,"WF","None","Norway","Norway","Thursday",95,114
"BGO","BOO",1750,1925,616,"WF","None","Norway","Norway","Sunday",95,114
"BGO","FDE",1955,2030,196,"WF","None","Norway","Norway","Monday",35,39
"BGO","FDE",1955,2030,196,"WF","None","Norway","Norway","Tuesday",35,39
"BGO","FDE",1955,2030,196,"WF","None","Norway","Norway","Wednesday",35,39
"BGO","FDE",1955,2030,196,"WF","None","Norway","Norway","Thursday",35,39
"BGO","FDE",1955,2030,196,"WF","None","Norway","Norway","Friday",35,39
"BGO","FDE",1955,2030,196,"WF","None","Norway","Norway","Sunday",35,39
"BGO","FRO",755,830,102,"WF","None","Norway","Norway","Monday",35,39
"BGO","FRO",755,830,102,"WF","None","Norway","Norway","Tuesday",35,39
"BGO","FRO",755,830,102,"WF","None","Norway","Norway","Wednesday",35,39
"BGO","FRO",755,830,102,"WF","None","Norway","Norway","Thursday",35,39
"BGO","FRO",755,830,102,"WF","None","Norway","Norway","Friday",35,39
"BGO","FRO",1025,1100,104,"WF","None","Norway","Norway","Monday",35,39
"BGO","FRO",1025,1100,104,"WF","None","Norway","Norway","Tuesday",35,39
"BGO","FRO",1025,1100,104,"WF","None","Norway","Norway","Wednesday",35,39
"BGO","FRO",1025,1100,104,"WF","None","Norway","Norway","Thursday",35,39
"BGO","FRO",1025,1100,104,"WF","None","Norway","Norway","Friday",35,39
"BGO","FRO",1255,1330,106,"WF","None","Norway","Norway","Monday",35,39
"BGO","FRO",1255,1330,106,"WF","None","Norway","Norway","Tuesday",35,39
"BGO","FRO",1255,1330,106,"WF","None","Norway","Norway","Wednesday",35,39
"BGO","FRO",1255,1330,106,"WF","None","Norway","Norway","Thursday",35,39
"BGO","FRO",1255,1330,106,"WF","None","Norway","Norway","Friday",35,39
"BGO","FRO",1515,1550,108,"WF","None","Norway","Norway","Monday",35,39
"BGO","FRO",1515,1550,108,"WF","None","Norway","Norway","Tuesday",35,39
"BGO","FRO",1515,1550,108,"WF","None","Norway","Norway","Wednesday",35,39
"BGO","FRO",1515,1550,108,"WF","None","Norway","Norway","Thursday",35,39
"BGO","FRO",1515,1550,108,"WF","None","Norway","Norway","Friday",35,39
"BGO","FRO",1515,1550,108,"WF","None","Norway","Norway","Saturday",35,39
"BGO","FRO",1745,1820,110,"WF","None","Norway","Norway","Monday",35,39
"BGO","FRO",1745,1820,110,"WF","None","Norway","Norway","Tuesday",35,39
"BGO","FRO",1745,1820,110,"WF","None","Norway","Norway","Wednesday",35,39
"BGO","FRO",1745,1820,110,"WF","None","Norway","Norway","Thursday",35,39
"BGO","FRO",1745,1820,110,"WF","None","Norway","Norway","Friday",35,39
"BGO","FRO",1745,1820,110,"WF","None","Norway","Norway","Sunday",35,50
"BGO","HOV",2030,2120,166,"WF","None","Norway","Norway","Monday",50,39
"BGO","HOV",2030,2120,166,"WF","None","Norway","Norway","Tuesday",50,39
"BGO","HOV",2030,2120,166,"WF","None","Norway","Norway","Wednesday",50,39
"BGO","HOV",2030,2120,166,"WF","None","Norway","Norway","Thursday",50,39
"BGO","HOV",2030,2120,166,"WF","None","Norway","Norway","Friday",50,39
"BGO","HOV",2030,2120,166,"WF","None","Norway","Norway","Sunday",50,39
"BGO","KRS",740,830,583,"WF","None","Norway","Norway","Monday",50,78
"BGO","KRS",740,830,583,"WF","None","Norway","Norway","Tuesday",50,78
"BGO","KRS",740,830,583,"WF","None","Norway","Norway","Wednesday",50,78
"BGO","KRS",740,830,583,"WF","None","Norway","Norway","Thursday",50,78
"BGO","KRS",740,830,583,"WF","None","Norway","Norway","Friday",50,78
"BGO","KRS",1215,1305,587,"WF","None","Norway","Norway","Monday",50,78
"BGO","KRS",1215,1305,587,"WF","None","Norway","Norway","Tuesday",50,78
"BGO","KRS",1215,1305,587,"WF","None","Norway","Norway","Wednesday",50,78
"BGO","KRS",1215,1305,587,"WF","None","Norway","Norway","Thursday",50,78
"BGO","KRS",1215,1305,587,"WF","None","Norway","Norway","Friday",50,78
"BGO","KRS",1215,1305,587,"WF","None","Norway","Norway","Sunday",50,78
"BGO","KRS",1450,1540,589,"WF","None","Norway","Norway","Monday",50,78
"BGO","KRS",1450,1540,589,"WF","None","Norway","Norway","Tuesday",50,78
"BGO","KRS",1450,1540,589,"WF","None","Norway","Norway","Wednesday",50,78
"BGO","KRS",1450,1540,589,"WF","None","Norway","Norway","Thursday",50,78
"BGO","KRS",1450,1540,589,"WF","None","Norway","Norway","Friday",50,78
"BGO","KRS",1450,1540,589,"WF","None","Norway","Norway","Sunday",50,78
"BGO","KRS",1635,1725,591,"WF","None","Norway","Norway","Monday",50,78
"BGO","KRS",1635,1725,591,"WF","None","Norway","Norway","Tuesday",50,78
"BGO","KRS",1635,1725,591,"WF","None","Norway","Norway","Wednesday",50,78
"BGO","KRS",1635,1725,591,"WF","None","Norway","Norway","Thursday",50,78
"BGO","KRS",1635,1725,591,"WF","None","Norway","Norway","Friday",50,78
"BGO","KRS",1635,1725,591,"WF","None","Norway","Norway","Saturday",50,78
"BGO","KRS",1635,1725,591,"WF","None","Norway","Norway","Sunday",50,78
"BGO","KRS",1750,1840,593,"WF","None","Norway","Norway","Monday",50,78
"BGO","KRS",1750,1840,593,"WF","None","Norway","Norway","Tuesday",50,78
"BGO","KRS",1750,1840,593,"WF","None","Norway","Norway","Wednesday",50,78
"BGO","KRS",1750,1840,593,"WF","None","Norway","Norway","Thursday",50,78
"BGO","KRS",1750,1840,593,"WF","None","Norway","Norway","Friday",50,78
"BGO","KRS",1800,1850,593,"WF","None","Norway","Norway","Sunday",50,78
